 Subject           Activity                                 Measurement     Mean
      13 WALKING_DOWNSTAIRS       FrequencyBodyAccelartionMagnitudeMean  0.05288
      13 WALKING_DOWNSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.21091
      13 WALKING_DOWNSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.02822
      13 WALKING_DOWNSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.07099
      13 WALKING_DOWNSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.20612
      13 WALKING_DOWNSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.40056
      13 WALKING_DOWNSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.26640
      13 WALKING_DOWNSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.34309
      13            SITTING                    TimeBodyAccelartionMeanX  0.27433
      13            SITTING                    TimeBodyAccelartionMeanY -0.00588
      13            SITTING                    TimeBodyAccelartionMeanZ -0.09725
      13            SITTING                  TimeBodyAccelartionStdDevX -0.98955
      13            SITTING                  TimeBodyAccelartionStdDevY -0.93897
      13            SITTING                  TimeBodyAccelartionStdDevZ -0.93864
      13            SITTING                 TimeGravityAccelartionMeanX  0.92558
      13            SITTING                 TimeGravityAccelartionMeanY  0.10177
      13            SITTING                 TimeGravityAccelartionMeanZ  0.07578
      13            SITTING               TimeGravityAccelartionStdDevX -0.98138
      13            SITTING               TimeGravityAccelartionStdDevY -0.95135
      13            SITTING               TimeGravityAccelartionStdDevZ -0.93098
      13            SITTING                TimeBodyAccelartionJerkMeanX  0.07529
      13            SITTING                TimeBodyAccelartionJerkMeanY -0.00112
      13            SITTING                TimeBodyAccelartionJerkMeanZ -0.02324
      13            SITTING              TimeBodyAccelartionJerkStdDevX -0.99283
      13            SITTING              TimeBodyAccelartionJerkStdDevY -0.98427
      13            SITTING              TimeBodyAccelartionJerkStdDevZ -0.98761
      13            SITTING                     TimeBodyGyroscopicMeanX -0.03551
      13            SITTING                     TimeBodyGyroscopicMeanY -0.09027
      13            SITTING                     TimeBodyGyroscopicMeanZ  0.08234
      13            SITTING                   TimeBodyGyroscopicStdDevX -0.98584
      13            SITTING                   TimeBodyGyroscopicStdDevY -0.97967
      13            SITTING                   TimeBodyGyroscopicStdDevZ -0.96690
      13            SITTING                 TimeBodyGyroscopicJerkMeanX -0.09592
      13            SITTING                 TimeBodyGyroscopicJerkMeanY -0.04104
      13            SITTING                 TimeBodyGyroscopicJerkMeanZ -0.04661
      13            SITTING               TimeBodyGyroscopicJerkStdDevX -0.99137
      13            SITTING               TimeBodyGyroscopicJerkStdDevY -0.99177
      13            SITTING               TimeBodyGyroscopicJerkStdDevZ -0.98986
      13            SITTING            TimeBodyAccelartionMagnitudeMean -0.95769
      13            SITTING          TimeBodyAccelartionMagnitudeStdDev -0.93794
      13            SITTING         TimeGravityAccelartionMagnitudeMean -0.95769
      13            SITTING       TimeGravityAccelartionMagnitudeStdDev -0.93794
      13            SITTING        TimeBodyAccelartionJerkMagnitudeMean -0.98950
      13            SITTING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98881
      13            SITTING             TimeBodyGyroscopicMagnitudeMean -0.95114
      13            SITTING           TimeBodyGyroscopicMagnitudeStdDev -0.96394
      13            SITTING         TimeBodyGyroscopicJerkMagnitudeMean -0.99260
      13            SITTING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.99141
      13            SITTING               FrequencyBodyAccelartionMeanX -0.99014
      13            SITTING               FrequencyBodyAccelartionMeanY -0.95967
      13            SITTING               FrequencyBodyAccelartionMeanZ -0.95618
      13            SITTING             FrequencyBodyAccelartionStdDevX -0.98941
      13            SITTING             FrequencyBodyAccelartionStdDevY -0.93367
      13            SITTING             FrequencyBodyAccelartionStdDevZ -0.93419
      13            SITTING           FrequencyBodyAccelartionJerkMeanX -0.99268
      13            SITTING           FrequencyBodyAccelartionJerkMeanY -0.98391
      13            SITTING           FrequencyBodyAccelartionJerkMeanZ -0.98526
      13            SITTING         FrequencyBodyAccelartionJerkStdDevX -0.99368
      13            SITTING         FrequencyBodyAccelartionJerkStdDevY -0.98591
      13            SITTING         FrequencyBodyAccelartionJerkStdDevZ -0.98861
      13            SITTING                FrequencyBodyGyroscopicMeanX -0.98322
      13            SITTING                FrequencyBodyGyroscopicMeanY -0.98246
      13            SITTING                FrequencyBodyGyroscopicMeanZ -0.96838
      13            SITTING              FrequencyBodyGyroscopicStdDevX -0.98671
      13            SITTING              FrequencyBodyGyroscopicStdDevY -0.97827
      13            SITTING              FrequencyBodyGyroscopicStdDevZ -0.96945
      13            SITTING       FrequencyBodyAccelartionMagnitudeMean -0.95690
      13            SITTING     FrequencyBodyAccelartionMagnitudeStdDev -0.93853
      13            SITTING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98835
      13            SITTING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98833
      13            SITTING        FrequencyBodyGyroscopicMagnitudeMean -0.97326
      13            SITTING      FrequencyBodyGyroscopicMagnitudeStdDev -0.96427
      13            SITTING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.99172
      13            SITTING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.99122
      13           STANDING                    TimeBodyAccelartionMeanX  0.27776
      13           STANDING                    TimeBodyAccelartionMeanY -0.01679
      13           STANDING                    TimeBodyAccelartionMeanZ -0.11212
      13           STANDING                  TimeBodyAccelartionStdDevX -0.99102
      13           STANDING                  TimeBodyAccelartionStdDevY -0.94942
      13           STANDING                  TimeBodyAccelartionStdDevZ -0.96754
      13           STANDING                 TimeGravityAccelartionMeanX  0.94270
      13           STANDING                 TimeGravityAccelartionMeanY -0.23994
      13           STANDING                 TimeGravityAccelartionMeanZ -0.05249
      13           STANDING               TimeGravityAccelartionStdDevX -0.99223
      13           STANDING               TimeGravityAccelartionStdDevY -0.97468
      13           STANDING               TimeGravityAccelartionStdDevZ -0.97683
      13           STANDING                TimeBodyAccelartionJerkMeanX  0.07586
      13           STANDING                TimeBodyAccelartionJerkMeanY  0.00762
      13           STANDING                TimeBodyAccelartionJerkMeanZ -0.00070
      13           STANDING              TimeBodyAccelartionJerkStdDevX -0.98764
      13           STANDING              TimeBodyAccelartionJerkStdDevY -0.97770
      13           STANDING              TimeBodyAccelartionJerkStdDevZ -0.98693
      13           STANDING                     TimeBodyGyroscopicMeanX -0.02955
      13           STANDING                     TimeBodyGyroscopicMeanY -0.07532
      13           STANDING                     TimeBodyGyroscopicMeanZ  0.08547
      13           STANDING                   TimeBodyGyroscopicStdDevX -0.95558
      13           STANDING                   TimeBodyGyroscopicStdDevY -0.97172
      13           STANDING                   TimeBodyGyroscopicStdDevZ -0.97344
      13           STANDING                 TimeBodyGyroscopicJerkMeanX -0.09812
      13           STANDING                 TimeBodyGyroscopicJerkMeanY -0.04129
      13           STANDING                 TimeBodyGyroscopicJerkMeanZ -0.05393
      13           STANDING               TimeBodyGyroscopicJerkStdDevX -0.97847
      13           STANDING               TimeBodyGyroscopicJerkStdDevY -0.98098
      13           STANDING               TimeBodyGyroscopicJerkStdDevZ -0.98518
      13           STANDING            TimeBodyAccelartionMagnitudeMean -0.97156
      13           STANDING          TimeBodyAccelartionMagnitudeStdDev -0.96852
      13           STANDING         TimeGravityAccelartionMagnitudeMean -0.97156
      13           STANDING       TimeGravityAccelartionMagnitudeStdDev -0.96852
      13           STANDING        TimeBodyAccelartionJerkMagnitudeMean -0.98680
      13           STANDING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98187
      13           STANDING             TimeBodyGyroscopicMagnitudeMean -0.95783
      13           STANDING           TimeBodyGyroscopicMagnitudeStdDev -0.94498
      13           STANDING         TimeBodyGyroscopicJerkMagnitudeMean -0.98364
      13           STANDING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.97620
      13           STANDING               FrequencyBodyAccelartionMeanX -0.98943
      13           STANDING               FrequencyBodyAccelartionMeanY -0.95943
      13           STANDING               FrequencyBodyAccelartionMeanZ -0.97757
      13           STANDING             FrequencyBodyAccelartionStdDevX -0.99182
      13           STANDING             FrequencyBodyAccelartionStdDevY -0.94718
      13           STANDING             FrequencyBodyAccelartionStdDevZ -0.96405
      13           STANDING           FrequencyBodyAccelartionJerkMeanX -0.98820
      13           STANDING           FrequencyBodyAccelartionJerkMeanY -0.97775
      13           STANDING           FrequencyBodyAccelartionJerkMeanZ -0.98461
      13           STANDING         FrequencyBodyAccelartionJerkStdDevX -0.98819
      13           STANDING         FrequencyBodyAccelartionJerkStdDevY -0.97941
      13           STANDING         FrequencyBodyAccelartionJerkStdDevZ -0.98787
      13           STANDING                FrequencyBodyGyroscopicMeanX -0.95715
      13           STANDING                FrequencyBodyGyroscopicMeanY -0.97291
      13           STANDING                FrequencyBodyGyroscopicMeanZ -0.97439
      13           STANDING              FrequencyBodyGyroscopicStdDevX -0.95582
      13           STANDING              FrequencyBodyGyroscopicStdDevY -0.97143
      13           STANDING              FrequencyBodyGyroscopicStdDevZ -0.97553
      13           STANDING       FrequencyBodyAccelartionMagnitudeMean -0.97239
      13           STANDING     FrequencyBodyAccelartionMagnitudeStdDev -0.97045
      13           STANDING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98198
      13           STANDING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98062
      13           STANDING        FrequencyBodyGyroscopicMagnitudeMean -0.95749
      13           STANDING      FrequencyBodyGyroscopicMagnitudeStdDev -0.94686
      13           STANDING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.97720
      13           STANDING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.97647
      13             LAYING                    TimeBodyAccelartionMeanX  0.27672
      13             LAYING                    TimeBodyAccelartionMeanY -0.02044
      13             LAYING                    TimeBodyAccelartionMeanZ -0.10433
      13             LAYING                  TimeBodyAccelartionStdDevX -0.96889
      13             LAYING                  TimeBodyAccelartionStdDevY -0.95095
      13             LAYING                  TimeBodyAccelartionStdDevZ -0.95039
      13             LAYING                 TimeGravityAccelartionMeanX -0.15685
      13             LAYING                 TimeGravityAccelartionMeanY  0.65640
      13             LAYING                 TimeGravityAccelartionMeanZ  0.59888
      13             LAYING               TimeGravityAccelartionStdDevX -0.95788
      13             LAYING               TimeGravityAccelartionStdDevY -0.97595
      13             LAYING               TimeGravityAccelartionStdDevZ -0.95989
      13             LAYING                TimeBodyAccelartionJerkMeanX  0.07678
      13             LAYING                TimeBodyAccelartionJerkMeanY  0.01834
      13             LAYING                TimeBodyAccelartionJerkMeanZ -0.00988
      13             LAYING              TimeBodyAccelartionJerkStdDevX -0.98542
      13             LAYING              TimeBodyAccelartionJerkStdDevY -0.98015
      13             LAYING              TimeBodyAccelartionJerkStdDevZ -0.98307
      13             LAYING                     TimeBodyGyroscopicMeanX -0.00974
      13             LAYING                     TimeBodyGyroscopicMeanY -0.09663
      13             LAYING                     TimeBodyGyroscopicMeanZ  0.11782
      13             LAYING                   TimeBodyGyroscopicStdDevX -0.97214
      13             LAYING                   TimeBodyGyroscopicStdDevY -0.96270
      13             LAYING                   TimeBodyGyroscopicStdDevZ -0.96735
      13             LAYING                 TimeBodyGyroscopicJerkMeanX -0.10184
      13             LAYING                 TimeBodyGyroscopicJerkMeanY -0.04177
      13             LAYING                 TimeBodyGyroscopicJerkMeanZ -0.06488
      13             LAYING               TimeBodyGyroscopicJerkStdDevX -0.98140
      13             LAYING               TimeBodyGyroscopicJerkStdDevY -0.97885
      13             LAYING               TimeBodyGyroscopicJerkStdDevZ -0.98980
      13             LAYING            TimeBodyAccelartionMagnitudeMean -0.96052
      13             LAYING          TimeBodyAccelartionMagnitudeStdDev -0.94794
      13             LAYING         TimeGravityAccelartionMagnitudeMean -0.96052
      13             LAYING       TimeGravityAccelartionMagnitudeStdDev -0.94794
      13             LAYING        TimeBodyAccelartionJerkMagnitudeMean -0.98547
      13             LAYING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98007
      13             LAYING             TimeBodyGyroscopicMagnitudeMean -0.94430
      13             LAYING           TimeBodyGyroscopicMagnitudeStdDev -0.94469
      13             LAYING         TimeBodyGyroscopicJerkMagnitudeMean -0.98545
      13             LAYING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.97511
      13             LAYING               FrequencyBodyAccelartionMeanX -0.97472
      13             LAYING               FrequencyBodyAccelartionMeanY -0.96584
      13             LAYING               FrequencyBodyAccelartionMeanZ -0.96630
      13             LAYING             FrequencyBodyAccelartionStdDevX -0.96696
      13             LAYING             FrequencyBodyAccelartionStdDevY -0.94746
      13             LAYING             FrequencyBodyAccelartionStdDevZ -0.94585
      13             LAYING           FrequencyBodyAccelartionJerkMeanX -0.98520
      13             LAYING           FrequencyBodyAccelartionJerkMeanY -0.98038
      13             LAYING           FrequencyBodyAccelartionJerkMeanZ -0.98099
      13             LAYING         FrequencyBodyAccelartionJerkStdDevX -0.98708
      13             LAYING         FrequencyBodyAccelartionJerkStdDevY -0.98139
      13             LAYING         FrequencyBodyAccelartionJerkStdDevZ -0.98367
      13             LAYING                FrequencyBodyGyroscopicMeanX -0.96946
      13             LAYING                FrequencyBodyGyroscopicMeanY -0.96869
      13             LAYING                FrequencyBodyGyroscopicMeanZ -0.96913
      13             LAYING              FrequencyBodyGyroscopicStdDevX -0.97345
      13             LAYING              FrequencyBodyGyroscopicStdDevY -0.95994
      13             LAYING              FrequencyBodyGyroscopicStdDevZ -0.96980
      13             LAYING       FrequencyBodyAccelartionMagnitudeMean -0.95954
      13             LAYING     FrequencyBodyAccelartionMagnitudeStdDev -0.94943
      13             LAYING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98075
      13             LAYING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.97804
      13             LAYING        FrequencyBodyGyroscopicMagnitudeMean -0.95768
      13             LAYING      FrequencyBodyGyroscopicMagnitudeStdDev -0.94613
      13             LAYING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.97815
      13             LAYING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.97280
      14            WALKING                    TimeBodyAccelartionMeanX  0.27196
      14            WALKING                    TimeBodyAccelartionMeanY -0.02178
      14            WALKING                    TimeBodyAccelartionMeanZ -0.10676
      14            WALKING                  TimeBodyAccelartionStdDevX -0.40264
      14            WALKING                  TimeBodyAccelartionStdDevY -0.05361
      14            WALKING                  TimeBodyAccelartionStdDevZ  0.05188
      14            WALKING                 TimeGravityAccelartionMeanX  0.80297
      14            WALKING                 TimeGravityAccelartionMeanY -0.27031
      14            WALKING                 TimeGravityAccelartionMeanZ -0.42250
      14            WALKING               TimeGravityAccelartionStdDevX -0.97482
      14            WALKING               TimeGravityAccelartionStdDevY -0.95446
      14            WALKING               TimeGravityAccelartionStdDevZ -0.94752
      14            WALKING                TimeBodyAccelartionJerkMeanX  0.07209
      14            WALKING                TimeBodyAccelartionJerkMeanY  0.02412
      14            WALKING                TimeBodyAccelartionJerkMeanZ  0.01997
      14            WALKING              TimeBodyAccelartionJerkStdDevX -0.45450
      14            WALKING              TimeBodyAccelartionJerkStdDevY -0.34434
      14            WALKING              TimeBodyAccelartionJerkStdDevZ -0.47279
      14            WALKING                     TimeBodyGyroscopicMeanX -0.00348
      14            WALKING                     TimeBodyGyroscopicMeanY -0.08297
      14            WALKING                     TimeBodyGyroscopicMeanZ  0.05132
      14            WALKING                   TimeBodyGyroscopicStdDevX -0.60039
      14            WALKING                   TimeBodyGyroscopicStdDevY -0.01484
      14            WALKING                   TimeBodyGyroscopicStdDevZ -0.12609
      14            WALKING                 TimeBodyGyroscopicJerkMeanX -0.11066
      14            WALKING                 TimeBodyGyroscopicJerkMeanY -0.04390
      14            WALKING                 TimeBodyGyroscopicJerkMeanZ -0.03888
      14            WALKING               TimeBodyGyroscopicJerkStdDevX -0.57176
      14            WALKING               TimeBodyGyroscopicJerkStdDevY -0.53674
      14            WALKING               TimeBodyGyroscopicJerkStdDevZ -0.49719
      14            WALKING            TimeBodyAccelartionMagnitudeMean -0.14440
      14            WALKING          TimeBodyAccelartionMagnitudeStdDev -0.36381
      14            WALKING         TimeGravityAccelartionMagnitudeMean -0.14440
      14            WALKING       TimeGravityAccelartionMagnitudeStdDev -0.36381
      14            WALKING        TimeBodyAccelartionJerkMagnitudeMean -0.37729
      14            WALKING      TimeBodyAccelartionJerkMagnitudeStdDev -0.43975
      14            WALKING             TimeBodyGyroscopicMagnitudeMean -0.13721
      14            WALKING           TimeBodyGyroscopicMagnitudeStdDev -0.20140
      14            WALKING         TimeBodyGyroscopicJerkMagnitudeMean -0.51990
      14            WALKING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.60610
      14            WALKING               FrequencyBodyAccelartionMeanX -0.42150
      14            WALKING               FrequencyBodyAccelartionMeanY -0.17460
      14            WALKING               FrequencyBodyAccelartionMeanZ -0.17737
      14            WALKING             FrequencyBodyAccelartionStdDevX -0.39586
      14            WALKING             FrequencyBodyAccelartionStdDevY -0.05427
      14            WALKING             FrequencyBodyAccelartionStdDevZ  0.08549
      14            WALKING           FrequencyBodyAccelartionJerkMeanX -0.47236
      14            WALKING           FrequencyBodyAccelartionJerkMeanY -0.37677
      14            WALKING           FrequencyBodyAccelartionJerkMeanZ -0.41590
      14            WALKING         FrequencyBodyAccelartionJerkStdDevX -0.48480
      14            WALKING         FrequencyBodyAccelartionJerkStdDevY -0.35353
      14            WALKING         FrequencyBodyAccelartionJerkStdDevZ -0.52889
      14            WALKING                FrequencyBodyGyroscopicMeanX -0.50860
      14            WALKING                FrequencyBodyGyroscopicMeanY -0.21589
      14            WALKING                FrequencyBodyGyroscopicMeanZ -0.21293
      14            WALKING              FrequencyBodyGyroscopicStdDevX -0.63008
      14            WALKING              FrequencyBodyGyroscopicStdDevY  0.08330
      14            WALKING              FrequencyBodyGyroscopicStdDevZ -0.18023
      14            WALKING       FrequencyBodyAccelartionMagnitudeMean -0.37352
      14            WALKING     FrequencyBodyAccelartionMagnitudeStdDev -0.45749
      14            WALKING   FrequencyBodyAccelartionJerkMagnitudeMean -0.43159
      14            WALKING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.45343
      14            WALKING        FrequencyBodyGyroscopicMagnitudeMean -0.31139
      14            WALKING      FrequencyBodyGyroscopicMagnitudeStdDev -0.26550
      14            WALKING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.59104
      14            WALKING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.65568
      14   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanX  0.26242
      14   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanY -0.02044
      14   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanZ -0.11228
      14   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevX -0.30940
      14   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevY  0.30720
      14   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevZ  0.60902
      14   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanX  0.68826
      14   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanY -0.32268
      14   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanZ -0.49509
      14   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevX -0.92852
      14   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevY -0.90723
      14   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevZ -0.87545
      14   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanX  0.08033
      14   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanY -0.01831
      14   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanZ  0.00344
      14   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevX -0.36878
      14   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevY -0.33643
      14   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.32787
      14   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanX  0.08138
      14   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanY -0.12350
      14   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanZ -0.04414
      14   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevX -0.45428
      14   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevY  0.47652
      14   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevZ  0.56488
      14   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.12827
      14   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.02077
      14   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.01372
      14   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.64661
      14   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.37148
      14   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.35982
      14   WALKING_UPSTAIRS            TimeBodyAccelartionMagnitudeMean  0.14011
      14   WALKING_UPSTAIRS          TimeBodyAccelartionMagnitudeStdDev -0.01977
      14   WALKING_UPSTAIRS         TimeGravityAccelartionMagnitudeMean  0.14011
      14   WALKING_UPSTAIRS       TimeGravityAccelartionMagnitudeStdDev -0.01977
      14   WALKING_UPSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.28366
      14   WALKING_UPSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.33709
      14   WALKING_UPSTAIRS             TimeBodyGyroscopicMagnitudeMean  0.36578
      14   WALKING_UPSTAIRS           TimeBodyGyroscopicMagnitudeStdDev  0.29998
      14   WALKING_UPSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.39992
      14   WALKING_UPSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.48582
      14   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanX -0.32351
      14   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanY  0.01639
      14   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanZ  0.19169
      14   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevX -0.30498
      14   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevY  0.35607
      14   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevZ  0.68712
      14   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.38350
      14   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.34761
      14   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.26401
      14   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.41097
      14   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.37157
      14   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.39108
      14   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanX -0.44105
      14   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanY  0.11869
      14   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanZ  0.19670
      14   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevX -0.46474
      14   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevY  0.64623
      14   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevZ  0.52245
      14   WALKING_UPSTAIRS       FrequencyBodyAccelartionMagnitudeMean -0.07599
      14   WALKING_UPSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.14325
      14   WALKING_UPSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.28874
      14   WALKING_UPSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.40985
      14   WALKING_UPSTAIRS        FrequencyBodyGyroscopicMagnitudeMean  0.04886
      14   WALKING_UPSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev  0.23666
      14   WALKING_UPSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.45725
      14   WALKING_UPSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.56496
      14 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanX  0.29342
      14 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanY -0.02001
      14 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanZ -0.09283
      14 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevX  0.01783
      14 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevY  0.37887
      14 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevZ  0.45158
      14 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanX  0.81630
      14 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanY -0.26425
      14 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanZ -0.39256
      14 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevX -0.91910
      14 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevY -0.92073
      14 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevZ -0.87957
      14 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanX  0.04286
      14 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanY  0.02913
      14 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanZ  0.01050
      14 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevX  0.01296
      14 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevY  0.19279
      14 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.13363
      14 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanX -0.01471
      14 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanY -0.09453
      14 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanZ  0.03533
      14 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevX -0.35455
      14 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevY  0.05699
      14 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevZ  0.35620
      14 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.10862
      14 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.07406
      14 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.06160
      14 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.53700
      14 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.28432
      14 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevZ  0.09139
      14 WALKING_DOWNSTAIRS            TimeBodyAccelartionMagnitudeMean  0.18554
      14 WALKING_DOWNSTAIRS          TimeBodyAccelartionMagnitudeStdDev  0.42841
      14 WALKING_DOWNSTAIRS         TimeGravityAccelartionMagnitudeMean  0.18554
      14 WALKING_DOWNSTAIRS       TimeGravityAccelartionMagnitudeStdDev  0.42841
      14 WALKING_DOWNSTAIRS        TimeBodyAccelartionJerkMagnitudeMean  0.03536
      14 WALKING_DOWNSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev  0.19471
      14 WALKING_DOWNSTAIRS             TimeBodyGyroscopicMagnitudeMean  0.16634
      14 WALKING_DOWNSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.06651
      14 WALKING_DOWNSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.27512
      14 WALKING_DOWNSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.27474
      14 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanX  0.02125
      14 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanY  0.37148
      14 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanZ  0.28074
